Experience,Income,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard
3.0,71,1,3.3,2,149,1,1,1,0
7.0,14,1,0.4,2,98,0,0,1,0
11.0,98,3,1.2,3,0,1,0,0,1
17.0,90,1,0.1,2,0,0,0,0,1
0.0,65,4,0.2,1,0,1,0,0,0
2.0,19,4,0.4,1,0,0,0,1,1
25.0,35,3,1.7,2,0,0,0,1,1
9.0,71,4,1.3,1,0,0,0,1,0
19.0,31,3,0.5,1,0,0,0,0,0
38.0,43,4,1.2,2,0,0,0,1,0
36.0,24,1,1.5,2,87,1,0,0,0
19.0,58,2,0.4,3,0,1,0,0,1
17.0,115,2,0.4,1,0,0,0,1,0
15.0,168,2,8.0,1,152,1,0,0,0
5.0,128,1,1.5,1,0,0,0,1,1
20.0,138,1,7.0,1,0,0,0,0,1
32.0,81,3,1.7,2,0,0,0,1,1
3.0,41,4,1.3,3,0,0,0,1,0
7.0,123,2,2.9,2,0,0,0,1,0
13.0,71,2,2.7,1,94,0,0,1,0
23.0,8,1,0.4,3,0,0,0,0,1
14.0,42,2,0.7,1,101,0,0,1,0
4.0,62,2,2.5,1,184,0,0,1,0
12.0,22,4,1.0,1,91,1,0,1,0
8.0,38,4,1.0,2,0,0,0,1,0
11.0,24,4,0.4,2,0,0,0,0,0
37.0,50,3,2.4,1,0,0,0,1,0
1.0,190,4,1.3,2,197,0,0,1,0
7.0,94,2,3.1,1,0,0,0,1,0
37.0,165,4,5.1,3,0,0,0,0,0
12.0,43,4,1.2,2,0,0,0,0,1
26.0,48,1,1.6,2,0,0,0,0,1
21.0,52,3,2.7,2,228,0,0,0,1
24.0,84,4,4.9,1,0,0,0,1,0
36.0,131,1,0.9,1,0,0,0,1,0
8.0,44,4,0.2,1,0,0,0,0,0
2.0,78,4,0.2,1,87,0,0,0,0
36.0,15,4,0.4,2,0,0,0,0,0
20.0,38,4,1.9,3,144,0,0,1,1
25.0,84,1,1.3,3,0,1,0,1,0
20.0,122,1,0.3,1,0,0,0,1,0
36.0,98,2,2.8,1,0,0,0,0,0
18.0,80,3,2.67,2,0,0,0,0,0
17.0,165,2,8.0,1,0,0,0,1,0
5.0,121,2,3.3,1,0,0,0,0,1
37.0,20,3,0.4,2,94,0,0,0,0
19.0,11,1,0.2,1,91,0,0,0,0
35.0,45,1,1.8,3,0,0,0,1,0
6.0,118,2,2.8,2,0,0,0,0,0
36.0,14,2,0.3,1,109,0,0,1,1
13.0,30,3,0.2,2,0,0,0,0,0
30.0,45,1,0.2,1,98,0,0,0,0
32.0,80,3,2.67,1,0,0,0,1,0
1.0,25,4,0.3,2,0,0,0,1,1
41.0,144,1,2.5,1,0,1,1,1,1
19.0,84,4,0.2,3,297,0,0,1,0
29.0,22,2,0.4,1,0,0,0,1,0
18.0,33,3,1.5,1,0,0,0,1,1
28.0,60,4,2.6,3,0,0,0,0,0
6.0,81,4,2.2,2,116,0,0,1,0
13.0,169,1,6.8,3,0,0,1,1,1
2.0,63,2,1.6,3,0,0,0,1,0
26.0,12,2,0.7,3,109,0,0,1,1
27.0,15,4,0.8,1,101,0,0,0,0
38.0,39,1,0.5,3,0,1,1,1,1
4.0,44,4,2.0,2,0,0,0,1,0
10.0,110,1,4.0,1,0,0,0,1,0
8.0,130,3,6.3,2,99,0,0,0,1
21.0,41,1,1.4,3,128,0,0,1,0
22.0,59,1,1.4,3,241,0,0,1,0
28.0,39,2,0.8,1,0,0,0,1,0
19.0,35,4,0.0,2,0,0,0,1,0
27.0,80,1,2.6,2,0,0,0,1,1
20.0,81,1,2.67,2,0,0,0,1,0
13.0,31,2,0.8,3,0,0,0,0,0
17.0,93,4,1.9,3,0,0,0,0,0
33.0,45,4,1.5,1,204,0,0,1,0
12.0,40,2,0.6,3,0,0,0,1,1
1.0,80,2,1.6,3,185,0,0,1,1
7.0,20,1,0.4,3,0,0,0,1,0
37.0,41,1,0.5,3,0,0,0,0,1
8.0,31,1,0.3,1,104,0,0,1,1
27.0,35,4,0.2,2,0,0,0,1,0
31.0,40,3,1.4,3,137,0,0,1,1
39.0,84,1,1.8,3,0,0,0,0,0
1.0,53,2,1.6,3,0,0,0,1,0
5.0,85,4,4.0,3,0,0,0,1,0
33.0,138,2,3.9,1,0,0,0,1,0
2.0,71,2,1.75,3,108,0,0,0,0
39.0,113,1,0.8,3,0,0,0,0,1
23.0,23,2,1.0,2,0,1,0,0,0
9.0,62,3,2.3,1,0,0,0,0,0
11.0,14,4,0.2,3,100,0,0,1,1
18.0,60,2,2.2,3,0,0,0,0,1
4.0,94,3,0.8,1,236,0,0,1,0
39.0,83,3,1.8,2,0,0,0,1,0
35.0,130,3,6.3,3,437,0,1,1,1
37.0,61,4,1.7,1,0,0,0,0,0
2.0,92,2,3.1,1,178,0,0,1,0
16.0,20,2,0.8,3,117,0,0,1,1
20.0,194,2,8.8,1,428,0,0,0,0
10.0,74,1,2.5,1,0,0,0,0,1
22.0,84,2,0.4,3,145,0,0,0,0
40.0,98,3,1.8,2,333,0,0,0,0
15.0,52,3,2.33,1,0,0,0,1,0
26.0,55,1,1.3,2,236,0,0,0,1
6.0,64,4,3.4,1,117,0,0,0,0
40.0,128,1,2.5,1,162,0,0,1,0
13.0,113,4,1.7,2,0,0,0,0,1
3.0,50,3,1.1,2,0,0,0,0,1
18.0,54,4,2.2,2,0,0,0,0,0
38.0,129,1,0.9,1,366,0,0,1,0
21.0,82,4,0.4,1,0,0,0,0,0
38.0,100,4,1.7,2,0,0,0,1,0
34.0,44,4,2.2,1,0,1,0,0,0
30.0,164,4,0.5,2,234,0,1,1,1
31.0,81,2,3.7,1,121,0,0,1,1
10.0,71,1,0.1,1,257,0,0,1,1
17.0,28,1,0.5,3,90,0,0,0,0
6.0,80,3,1.5,1,219,0,0,1,0
35.0,90,4,1.9,2,0,0,0,1,0
14.0,74,1,3.6,2,0,0,0,1,1
25.0,14,2,0.7,3,0,1,0,1,0
36.0,23,2,0.5,2,103,0,0,1,0
17.0,153,1,1.7,1,337,0,0,0,1
16.0,38,3,0.9,3,0,0,0,0,0
5.0,112,2,2.0,2,382,1,0,0,0
26.0,145,1,8.1,1,397,0,0,0,1
6.0,28,2,0.3,2,88,0,0,1,0
9.0,31,4,1.1,3,0,0,0,1,1
2.0,195,1,6.33,1,0,0,0,1,1
24.0,50,3,2.0,3,0,0,0,1,1
14.0,71,4,2.0,3,0,0,0,0,0
36.0,21,3,0.3,3,0,0,0,0,0
11.0,35,2,0.8,3,125,0,0,0,0
21.0,42,1,2.4,1,0,0,0,1,1
27.0,78,4,3.6,3,141,0,0,1,0
6.0,73,4,2.2,2,0,0,0,0,0
25.0,53,2,1.0,3,181,0,0,0,0
3.0,51,2,1.6,3,123,0,0,0,0
30.0,40,2,2.3,3,0,0,0,1,0
26.0,178,1,1.0,1,0,0,0,0,0
6.0,35,2,0.3,1,0,0,0,0,1
7.0,192,1,0.0,2,0,0,0,1,0
3.0,123,1,5.4,1,0,0,0,0,0
5.0,48,2,1.67,2,0,1,1,1,1
26.0,45,3,0.6,2,0,0,0,0,0
28.0,15,1,0.2,1,0,0,0,1,0
24.0,79,1,0.3,1,120,0,0,1,0
5.0,63,4,2.0,2,0,1,0,1,0
35.0,30,2,0.2,3,0,0,0,1,0
36.0,145,4,6.9,1,380,0,0,0,1
4.0,32,3,1.0,2,0,0,0,0,0
9.0,64,2,0.1,1,224,0,0,1,1
7.0,84,1,0.1,1,0,0,0,1,0
5.0,21,1,0.4,2,0,0,0,1,0
38.0,99,4,1.7,2,0,0,0,1,0
22.0,35,2,1.3,1,0,0,0,1,0
24.0,180,1,1.7,1,0,0,0,1,1
12.0,42,1,1.33,1,0,0,0,1,0
0.0,179,4,2.1,2,0,0,0,0,0
27.0,42,4,0.1,3,0,0,0,0,0
25.0,180,2,9.0,2,297,0,0,1,0
11.0,82,4,3.4,1,0,0,0,0,0
16.0,55,2,0.7,1,149,0,0,0,0
12.0,79,2,2.2,1,0,0,0,1,0
17.0,48,2,0.6,3,215,0,0,0,1
25.0,93,1,2.7,1,0,1,0,1,0
32.0,23,2,0.2,3,0,0,0,0,0
20.0,50,3,2.33,1,200,0,0,0,0
34.0,85,2,2.0,1,0,0,0,1,0
14.0,35,1,1.5,2,97,0,0,1,0
2.0,171,3,6.0,2,0,0,0,1,0
2.0,29,4,1.5,2,0,0,0,0,1
35.0,84,1,1.8,3,0,0,0,1,1
27.0,20,4,0.5,2,0,0,0,1,0
25.0,14,1,0.4,3,0,0,0,1,1
10.0,179,1,8.6,1,357,0,0,0,0
37.0,48,1,0.8,1,158,0,0,1,0
16.0,74,1,2.8,1,0,0,0,1,0
29.0,53,1,1.4,1,0,0,0,0,0
25.0,83,1,2.8,2,0,0,0,1,1
40.0,171,2,2.1,1,433,0,0,0,0
28.0,85,4,4.9,1,0,0,0,1,0
26.0,38,4,0.9,2,0,0,0,1,0
5.0,85,3,1.6,1,157,0,0,1,1
8.0,79,1,0.1,1,0,0,0,0,0
19.0,69,4,0.4,1,0,0,0,0,0
35.0,43,3,0.9,3,0,0,0,1,1
34.0,33,2,0.3,1,101,0,0,1,0
38.0,42,3,0.1,3,149,0,0,0,1
21.0,40,4,1.9,3,122,0,0,1,0
33.0,43,1,1.8,3,0,0,0,0,0
5.0,20,4,0.5,3,117,0,0,0,0
32.0,65,3,2.5,1,222,0,0,1,0
13.0,139,3,3.4,1,483,0,0,1,0
35.0,135,3,0.3,3,0,0,0,1,0
34.0,84,3,1.6,3,0,0,0,1,0
26.0,179,1,2.9,3,0,0,0,0,1
39.0,45,4,1.3,2,86,0,0,0,0
3.0,109,2,2.5,1,0,0,0,1,0
29.0,34,4,0.1,3,0,0,0,1,0
37.0,162,1,1.3,1,0,0,0,1,0
34.0,105,2,1.4,1,0,0,0,1,0
12.0,22,3,0.2,2,0,0,0,1,0
8.0,82,2,1.8,1,178,0,0,1,1
41.0,105,4,1.7,2,230,1,0,1,0
31.0,62,1,1.8,3,0,0,0,1,0
31.0,82,2,2.0,1,83,0,0,0,1
3.0,72,4,0.0,1,0,0,0,1,0
10.0,38,4,1.7,1,0,0,0,1,1
28.0,25,4,1.0,1,0,0,0,0,0
15.0,20,1,0.75,3,0,0,0,1,0
3.0,80,4,1.8,2,0,0,0,1,1
18.0,84,3,1.1,1,0,0,0,0,0
23.0,33,1,1.0,1,0,0,0,1,1
37.0,55,3,0.9,3,0,0,0,1,0
27.0,33,2,0.7,2,0,0,0,0,1
23.0,190,4,0.3,3,305,0,0,0,0
18.0,43,1,0.3,3,158,0,0,0,0
41.0,45,3,0.1,3,0,0,0,1,0
18.0,141,1,3.5,1,0,0,0,0,0
16.0,69,4,2.4,1,0,0,0,1,0
8.0,78,4,0.1,2,0,0,0,1,0
15.0,84,1,3.7,3,0,0,0,1,0
29.0,172,1,5.2,2,0,0,0,0,0
6.0,51,4,0.2,1,154,1,0,0,1
28.0,75,1,1.4,3,0,0,0,1,0
22.0,183,1,3.1,2,0,0,1,1,1
23.0,20,4,0.4,3,0,0,0,1,1
39.0,101,2,3.9,3,294,0,0,1,0
14.0,129,1,5.9,3,0,0,0,1,0
17.0,63,2,3.2,1,0,0,0,0,0
35.0,44,4,2.1,1,0,0,0,0,0
39.0,184,1,5.4,3,176,0,1,1,1
33.0,100,2,2.0,1,127,0,0,0,0
24.0,12,3,0.4,1,0,0,0,0,0
33.0,68,2,2.3,3,128,1,0,1,0
8.0,48,1,1.0,1,212,0,0,1,0
15.0,82,2,0.4,1,0,0,0,0,0
18.0,52,2,2.5,1,0,0,0,0,0
41.0,154,2,4.6,2,0,1,1,1,1
4.0,39,1,1.5,1,0,0,0,0,1
4.0,40,1,0.3,1,0,0,1,1,1
17.0,54,4,1.9,3,164,0,0,0,0
8.0,32,2,1.0,2,103,0,1,1,1
30.0,64,2,2.3,3,0,0,0,0,0
3.0,92,2,1.3,1,287,0,0,1,0
38.0,40,1,2.5,3,94,0,0,1,1
11.0,60,3,0.5,3,0,0,0,1,0
5.0,85,2,1.3,1,119,0,0,1,1
5.0,35,1,0.6,3,171,0,0,0,0
7.0,52,2,0.1,1,0,0,0,1,0
34.0,128,1,7.4,1,0,0,0,0,0
2.0,195,1,6.33,1,0,0,0,0,0
25.0,68,2,1.5,2,117,0,0,0,1
41.0,55,2,1.1,1,0,0,0,0,0
17.0,55,1,0.2,1,0,0,0,1,0
21.0,80,4,0.4,1,0,0,0,1,1
3.0,123,1,0.8,1,146,0,0,0,0
37.0,90,4,1.9,2,106,1,0,1,0
29.0,61,1,1.4,3,0,0,0,0,0
15.0,41,3,2.5,2,0,0,0,1,0
33.0,43,2,1.6,3,0,0,0,1,0
13.0,71,3,0.1,1,162,1,0,1,0
12.0,25,4,1.0,1,0,0,0,1,0
33.0,154,1,3.0,2,0,1,1,1,0
21.0,141,1,2.4,1,0,0,0,0,0
4.0,22,2,0.9,3,110,0,0,0,0
28.0,145,2,6.8,1,0,0,0,1,0
16.0,49,3,0.5,3,0,0,0,1,0
37.0,109,1,2.0,1,0,0,0,1,0
34.0,80,3,0.5,1,0,0,0,1,1
20.0,82,4,1.4,2,201,0,0,1,1
28.0,52,4,2.5,1,0,0,0,1,0
5.0,85,3,2.5,1,0,0,0,1,1
25.0,148,1,1.0,1,0,0,0,0,0
39.0,160,2,2.1,1,0,0,0,0,1
11.0,39,4,1.7,1,0,0,0,1,0
16.0,25,2,0.8,3,0,0,0,0,1
25.0,33,1,1.4,3,0,0,0,1,1
20.0,38,3,2.5,2,0,0,0,0,0
16.0,85,4,0.2,3,0,0,0,1,1
28.0,48,1,0.2,1,0,0,0,1,0
21.0,15,4,0.6,3,77,0,0,1,0
10.0,94,1,0.0,1,174,0,0,1,0
4.0,120,2,0.6,1,0,0,0,1,0
19.0,60,1,0.7,3,159,0,0,1,0
9.0,145,2,4.33,1,277,0,0,0,1
36.0,29,2,0.7,3,0,0,0,0,0
18.0,78,3,2.67,2,0,0,0,1,0
35.0,59,4,1.2,2,0,0,0,1,0
28.0,80,2,4.5,3,0,0,0,0,1
26.0,180,1,1.0,1,0,0,0,1,1
8.0,8,3,0.1,2,83,0,0,1,0
35.0,23,1,1.5,3,0,0,0,1,0
23.0,79,2,3.8,3,0,0,0,1,0
19.0,78,2,3.8,3,268,0,0,0,0
37.0,64,1,0.0,2,0,0,0,0,1
14.0,64,4,0.2,3,0,0,0,1,1
39.0,160,4,3.8,1,237,0,0,1,0
4.0,43,1,1.0,3,102,0,0,0,0
42.0,32,1,1.1,3,0,0,0,0,1
9.0,179,2,0.0,1,76,1,0,1,0
35.0,8,1,0.1,1,0,0,0,1,0
32.0,63,1,1.6,1,0,1,0,1,0
30.0,40,2,2.3,3,0,1,0,1,0
9.0,99,4,2.2,2,155,0,0,1,0
9.0,141,2,4.5,2,0,0,0,0,0
4.0,159,1,1.5,1,0,0,0,1,1
12.0,39,2,0.3,1,174,0,0,1,0
38.0,99,4,1.7,2,0,0,0,0,0
4.0,18,4,0.3,2,0,0,0,1,1
12.0,38,2,0.3,1,0,0,0,1,1
8.0,133,1,0.0,1,0,0,0,1,0
34.0,84,2,2.8,1,0,0,0,1,1
35.0,60,1,0.0,2,0,0,0,1,1
28.0,178,3,5.4,3,147,0,0,1,0
12.0,18,1,0.5,3,0,0,0,0,1
21.0,73,1,0.8,3,0,0,0,1,0
23.0,125,1,7.3,1,0,0,0,0,0
26.0,91,1,4.3,2,0,0,1,1,1
28.0,74,2,1.1,1,0,0,0,1,0
4.0,35,2,0.3,2,0,1,0,0,1
39.0,113,1,2.0,1,0,0,0,1,1
8.0,52,4,2.2,2,0,0,0,0,0
6.0,191,2,4.4,2,0,0,0,1,0
25.0,18,1,0.3,3,93,0,0,0,1
27.0,25,2,0.0,1,0,0,0,1,1
18.0,50,4,1.9,3,0,0,0,0,0
10.0,75,4,0.7,3,0,0,0,1,1
26.0,92,2,4.5,3,0,1,0,0,1
32.0,33,2,2.0,2,0,0,0,1,0
32.0,65,3,2.2,3,0,0,0,0,0
28.0,44,3,1.7,1,0,0,0,0,0
21.0,183,2,1.4,1,354,0,0,0,0
20.0,175,2,1.4,1,0,0,0,1,1
28.0,28,4,1.5,3,0,0,0,1,1
17.0,49,4,2.2,2,0,0,0,0,0
26.0,45,4,1.8,1,0,0,0,1,0
17.0,64,4,3.0,3,221,0,0,1,0
38.0,22,3,0.1,3,90,0,0,1,0
30.0,120,1,7.4,1,119,0,0,1,1
8.0,175,2,6.7,1,102,0,0,1,0
16.0,104,1,1.0,3,0,0,0,1,0
16.0,155,4,0.1,3,0,0,1,1,1
18.0,58,1,2.4,1,0,0,0,0,0
10.0,80,4,2.2,2,0,0,0,1,0
33.0,45,1,1.8,3,195,0,0,0,0
9.0,134,1,4.6,1,164,1,0,1,0
14.0,58,4,2.0,3,153,1,0,0,0
21.0,20,1,0.2,1,0,0,0,1,1
13.0,25,4,1.5,3,0,0,0,1,0
20.0,55,1,0.3,1,0,0,0,1,1
37.0,155,1,1.3,1,0,0,0,0,0
34.0,30,1,1.3,1,0,0,0,1,1
37.0,39,4,0.4,1,0,0,0,1,1
12.0,73,4,2.0,3,188,0,0,1,0
34.0,41,4,1.3,1,0,0,0,1,0
30.0,34,4,0.1,3,157,0,0,1,0
5.0,21,3,0.9,3,119,0,0,0,0
8.0,11,4,0.3,1,0,1,1,1,1
35.0,154,2,6.9,1,0,0,0,0,0
20.0,19,4,0.4,3,0,0,0,0,0
26.0,101,2,2.4,2,0,0,0,1,0
15.0,24,1,1.0,1,116,0,0,1,1
29.0,131,2,2.7,1,0,1,0,0,0
9.0,105,1,4.0,1,0,0,0,1,0
21.0,52,1,1.2,2,194,0,0,0,0
32.0,21,4,0.9,2,113,1,0,0,0
31.0,45,3,1.4,1,198,0,0,1,0
14.0,39,1,2.0,1,0,0,0,1,0
25.0,192,2,2.8,1,238,0,0,0,1
5.0,195,1,4.3,1,0,0,0,0,0
22.0,83,3,0.7,1,0,0,0,0,0
15.0,34,3,1.0,2,0,1,0,1,0
33.0,49,4,1.7,2,104,0,0,1,0
1.0,60,4,4.0,3,244,0,0,0,0
25.0,41,4,1.8,1,0,0,0,0,0
10.0,72,3,2.3,1,285,0,0,0,0
35.0,102,4,3.0,2,115,0,0,1,0
10.0,31,3,1.3,1,0,0,0,0,0
20.0,73,1,1.5,2,128,0,0,1,0
9.0,89,1,0.0,1,0,0,0,1,0
29.0,19,4,0.7,3,121,1,0,0,1
40.0,63,4,1.2,2,0,0,0,1,0
9.0,104,3,1.2,3,0,0,0,1,0
35.0,40,1,0.8,2,128,0,0,1,0
39.0,92,2,0.0,3,0,0,0,1,0
33.0,72,2,0.7,2,226,0,0,0,0
27.0,44,3,1.9,2,141,0,0,0,0
16.0,114,4,3.5,1,0,0,0,0,1
13.0,73,4,2.4,1,0,0,0,0,0
40.0,63,4,1.2,2,0,1,0,0,1
20.0,69,1,0.8,3,184,0,1,1,1
37.0,42,3,1.5,1,0,0,0,1,0
26.0,88,1,2.7,1,0,0,0,1,0
18.0,98,2,0.4,1,0,0,0,1,0
8.0,65,1,3.0,1,227,0,0,1,0
13.0,12,2,0.3,2,104,1,0,1,0
5.0,122,4,3.0,1,0,0,0,0,1
14.0,12,2,0.0,3,0,0,0,0,0
29.0,24,2,0.2,1,0,0,0,0,1
19.0,170,4,4.25,1,318,0,1,1,1
36.0,184,4,2.3,2,342,0,1,1,1
20.0,25,4,0.6,3,125,0,0,0,0
31.0,131,2,2.7,1,0,0,0,0,0
33.0,50,2,2.3,3,0,0,0,0,1
28.0,21,2,0.4,1,0,1,0,1,0
3.0,55,3,1.1,2,0,0,0,1,0
32.0,124,1,0.2,2,0,0,0,1,0
23.0,58,4,2.6,1,188,0,0,0,0
13.0,72,2,2.8,1,0,0,0,1,0
31.0,192,1,7.0,3,0,0,1,1,0
38.0,83,3,1.8,2,0,0,0,1,0
12.0,93,1,2.8,1,0,1,0,1,0
26.0,38,3,1.0,3,110,1,0,1,0
20.0,55,4,1.9,3,164,1,0,0,0
41.0,11,3,0.1,3,0,1,0,0,1
15.0,85,2,0.4,1,0,1,0,0,0
24.0,124,1,4.9,1,266,0,0,1,0
36.0,129,2,6.0,1,0,0,0,1,0
7.0,180,1,4.3,1,0,0,0,0,0
14.0,74,4,1.4,2,0,0,0,1,0
6.0,138,1,7.0,3,86,0,0,1,0
29.0,111,2,3.6,3,0,0,0,0,1
28.0,83,3,0.8,1,0,0,0,1,0
10.0,33,4,1.7,1,87,0,0,1,0
29.0,21,4,0.7,3,0,0,0,0,0
10.0,35,2,0.3,1,98,0,0,1,0
41.0,105,1,0.8,3,0,1,1,1,1
14.0,103,1,0.8,2,0,0,0,0,1
32.0,75,2,2.3,3,0,0,0,0,0
17.0,33,1,0.7,1,104,0,0,0,0
34.0,52,4,1.7,2,0,1,0,1,0
23.0,89,1,2.6,2,0,1,1,1,1
36.0,63,1,2.5,3,0,0,0,0,0
23.0,84,4,3.1,2,0,1,1,1,0
36.0,44,4,2.1,1,0,0,0,0,0
3.0,29,3,1.0,1,0,0,0,1,1
21.0,29,1,0.3,3,0,0,0,1,0
14.0,22,2,0.3,2,0,0,0,1,0
6.0,53,4,2.2,1,114,0,0,1,0
14.0,24,2,0.3,2,0,0,0,1,0
38.0,153,1,1.3,1,455,0,0,0,0
2.0,31,2,0.3,2,0,1,0,1,0
30.0,21,2,0.7,2,0,0,0,1,0
6.0,180,2,6.7,1,0,0,0,0,0
20.0,82,3,0.7,2,0,0,0,1,1
18.0,90,4,0.8,1,245,1,0,0,0
29.0,154,4,7.4,3,0,0,0,0,0
17.0,99,2,1.8,2,0,0,0,1,1
36.0,153,1,2.6,2,0,1,1,0,1
5.0,93,2,3.1,2,0,0,0,1,0
38.0,53,1,0.0,2,0,0,0,0,0
34.0,18,3,1.3,2,104,0,1,1,1
24.0,70,1,2.9,1,0,0,0,0,0
39.0,100,4,1.7,3,0,0,0,0,1
6.0,193,3,6.3,3,0,0,0,1,0
7.0,125,1,0.0,1,0,0,0,1,1
31.0,68,2,0.0,3,0,1,0,1,0
10.0,55,1,2.0,1,95,0,0,1,0
34.0,152,4,3.6,3,0,0,0,0,0
3.0,84,3,1.5,1,0,0,0,1,1
16.0,13,2,0.0,3,0,0,0,1,0
35.0,33,4,0.4,1,131,0,0,0,1
32.0,89,4,1.0,2,90,1,0,1,0
26.0,93,1,2.4,1,0,0,0,1,0
5.0,68,4,1.8,3,0,0,0,0,0
21.0,85,2,1.7,2,0,0,0,0,1
4.0,73,1,0.8,2,0,0,0,1,0
6.0,83,4,2.2,2,106,0,0,1,0
36.0,158,2,6.3,3,0,0,0,1,0
18.0,182,4,6.0,3,0,0,0,1,0
1.0,24,2,0.9,3,123,0,0,0,1
34.0,102,2,2.0,1,0,0,0,1,1
11.0,53,3,2.8,1,0,0,0,0,0
15.0,175,2,3.3,1,0,0,0,1,0
5.0,28,3,1.0,1,0,0,0,1,0
25.0,14,4,0.8,1,0,0,0,1,0
7.0,139,1,4.0,3,106,0,1,1,1
11.0,34,3,0.9,1,0,0,0,1,0
14.0,64,1,1.5,3,0,0,0,0,1
38.0,84,4,0.1,2,0,0,0,0,0
32.0,42,3,0.5,2,0,1,0,1,0
35.0,63,1,1.6,1,0,0,0,1,0
12.0,100,3,1.2,3,341,0,0,1,1
25.0,190,2,4.2,2,0,0,0,1,0
20.0,22,1,1.0,1,91,0,0,0,0
37.0,20,1,0.8,2,0,1,0,0,1
18.0,21,2,1.4,2,0,0,0,1,1
14.0,25,4,0.4,2,101,0,0,1,0
9.0,20,4,1.1,3,0,0,0,1,0
23.0,173,3,0.2,1,0,0,1,1,1
5.0,81,2,2.5,1,0,0,0,0,1
11.0,139,2,0.8,2,421,0,0,1,0
35.0,119,2,3.9,1,0,1,0,1,0
20.0,74,4,2.6,3,104,0,0,1,0
10.0,42,1,1.5,2,131,0,0,0,0
30.0,73,2,1.1,1,0,0,0,0,0
31.0,114,4,5.2,1,0,1,1,1,0
36.0,44,2,1.0,3,0,0,0,0,0
8.0,141,2,4.33,1,0,0,0,0,0
26.0,14,2,0.0,1,103,0,0,1,0
29.0,33,2,0.4,3,0,0,0,0,0
34.0,83,2,2.0,1,249,0,0,0,0
16.0,89,4,0.8,1,155,0,0,1,0
38.0,39,4,2.2,1,0,1,0,1,0
39.0,83,3,2.0,3,0,0,0,1,1
34.0,108,2,2.0,1,359,0,0,1,0
34.0,21,3,1.3,2,0,0,0,1,1
1.0,102,1,1.9,1,0,0,0,0,0
32.0,48,1,1.6,3,0,0,0,0,1
32.0,32,3,1.4,1,0,0,0,1,0
31.0,43,1,0.2,1,0,0,0,0,0
23.0,35,4,0.4,2,118,0,0,0,0
6.0,184,1,6.0,1,0,0,0,1,0
21.0,140,2,7.6,1,132,0,0,0,0
38.0,32,3,0.7,2,0,0,0,1,1
20.0,149,1,1.7,1,0,0,0,1,0
25.0,15,4,0.6,3,0,0,0,0,1
16.0,71,3,2.33,2,0,0,0,0,0
3.0,108,4,1.8,2,0,0,0,0,0
30.0,122,2,0.5,1,0,0,0,0,1
41.0,40,3,0.1,3,0,0,0,1,0
22.0,198,2,6.67,1,0,0,0,0,1
24.0,79,4,1.4,2,0,1,0,0,1
31.0,84,1,0.1,3,0,0,0,1,0
37.0,31,3,0.4,2,0,0,0,0,1
20.0,12,4,0.6,3,0,0,0,0,1
34.0,88,2,1.6,1,0,0,0,1,1
5.0,29,2,0.3,2,131,0,0,1,1
3.0,201,1,6.33,1,158,0,0,1,0
20.0,20,1,1.4,3,0,0,0,0,0
20.0,15,1,1.0,1,0,0,0,1,0
27.0,155,2,0.4,1,107,0,0,0,1
13.0,25,3,0.2,2,0,0,0,1,0
8.0,200,2,6.5,1,565,0,0,1,0
7.0,101,1,2.7,2,233,0,0,0,0
16.0,19,4,0.4,2,0,0,0,1,1
12.0,188,2,6.5,1,0,0,0,1,1
28.0,8,1,0.3,1,0,0,0,1,0
29.0,59,2,2.3,3,152,0,0,1,0
2.0,72,4,2.6,1,0,1,1,1,0
15.0,55,1,1.5,3,0,0,0,1,0
19.0,24,3,0.67,2,0,0,0,1,0
32.0,19,1,1.3,1,0,0,0,1,0
33.0,71,2,2.3,3,150,0,0,1,1
26.0,54,2,1.5,2,0,0,0,0,1
26.0,28,1,0.3,3,0,0,0,1,0
20.0,25,4,0.4,3,0,0,0,1,0
17.0,51,2,0.6,3,0,0,0,0,1
19.0,125,3,2.4,1,0,0,0,1,0
0.0,88,2,1.8,2,319,0,0,1,1
16.0,125,2,2.2,1,0,0,0,1,0
10.0,79,4,2.1,3,182,0,0,1,0
36.0,31,3,0.4,2,0,0,0,1,1
31.0,131,2,2.7,1,394,0,0,0,1
19.0,70,1,0.2,2,230,1,0,0,0
36.0,38,3,0.9,3,82,0,0,1,1
7.0,83,1,2.5,1,0,1,1,1,1
20.0,59,1,2.4,1,0,1,1,1,0
21.0,121,1,4.7,1,0,0,0,0,0
38.0,42,2,0.7,3,137,0,0,1,0
24.0,32,4,1.8,1,109,0,0,1,0
3.0,29,4,0.8,1,135,0,0,1,0
12.0,40,2,1.1,2,0,1,0,0,1
36.0,25,3,0.3,3,0,0,0,1,1
5.0,21,4,0.4,2,89,0,0,0,1
23.0,79,3,0.7,2,151,0,0,1,0
22.0,52,2,2.1,3,221,0,0,0,0
34.0,61,4,1.7,2,229,0,0,0,0
31.0,25,2,0.2,1,0,0,0,0,0
8.0,155,1,7.4,3,0,0,0,0,0
29.0,25,2,0.4,1,0,0,0,1,0
24.0,80,4,4.9,1,0,0,0,1,0
3.0,55,4,1.7,2,0,0,0,1,1
17.0,23,2,0.0,3,0,0,0,0,0
9.0,60,1,1.2,1,0,0,0,1,1
14.0,54,2,0.7,1,0,0,0,0,0
6.0,44,4,0.8,1,0,0,0,0,0
